scope,threshold,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
same_patient,0.75,356,0.8567415730337079,0.07272727272727272,1.0,0.13559322033898305,301,51,0,4
same_patient,0.76,356,0.8651685393258427,0.07692307692307693,1.0,0.14285714285714285,304,48,0,4
same_patient,0.77,356,0.8764044943820225,0.08333333333333333,1.0,0.15384615384615385,308,44,0,4
same_patient,0.78,356,0.8792134831460674,0.0851063829787234,1.0,0.1568627450980392,309,43,0,4
same_patient,0.79,356,0.8792134831460674,0.0851063829787234,1.0,0.1568627450980392,309,43,0,4
same_patient,0.8,356,0.8848314606741573,0.08888888888888889,1.0,0.16326530612244897,311,41,0,4
same_patient,0.81,356,0.8876404494382022,0.09090909090909091,1.0,0.16666666666666666,312,40,0,4
same_patient,0.82,356,0.8904494382022472,0.09302325581395349,1.0,0.1702127659574468,313,39,0,4
same_patient,0.83,356,0.8904494382022472,0.09302325581395349,1.0,0.1702127659574468,313,39,0,4
same_patient,0.84,356,0.8960674157303371,0.0975609756097561,1.0,0.17777777777777778,315,37,0,4
same_patient,0.85,356,0.898876404494382,0.1,1.0,0.18181818181818182,316,36,0,4
same_patient,0.86,356,0.898876404494382,0.1,1.0,0.18181818181818182,316,36,0,4
same_patient,0.87,356,0.898876404494382,0.1,1.0,0.18181818181818182,316,36,0,4
same_patient,0.88,356,0.9073033707865169,0.10810810810810811,1.0,0.1951219512195122,319,33,0,4
same_patient,0.89,356,0.9157303370786517,0.11764705882352941,1.0,0.21052631578947367,322,30,0,4
same_patient,0.9,356,0.9157303370786517,0.11764705882352941,1.0,0.21052631578947367,322,30,0,4
same_patient,0.91,356,0.9269662921348315,0.13333333333333333,1.0,0.23529411764705882,326,26,0,4
same_patient,0.92,356,0.9410112359550562,0.16,1.0,0.27586206896551724,331,21,0,4
same_patient,0.93,356,0.9466292134831461,0.17391304347826086,1.0,0.2962962962962963,333,19,0,4
same_patient,0.94,356,0.952247191011236,0.19047619047619047,1.0,0.32,335,17,0,4
same_patient,0.95,356,0.9578651685393258,0.21052631578947367,1.0,0.34782608695652173,337,15,0,4
same_patient,0.96,356,0.9662921348314607,0.21428571428571427,0.75,0.3333333333333333,341,11,1,3
same_patient,0.97,356,0.9691011235955056,0.1111111111111111,0.25,0.15384615384615385,344,8,3,1
same_patient,0.98,356,0.9747191011235955,0.14285714285714285,0.25,0.18181818181818182,346,6,3,1
same_patient,0.99,356,0.9859550561797753,0.0,0.0,0.0,351,1,4,0
