enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.65,0.55,3,4,388,0.4381443298969072,0.05217391304347826,1.0,0.09917355371900827,0.42021276595744683,0.5797872340425532,158,218,0,12,same_patient,4
0.65,0.55,3,5,388,0.37628865979381443,0.047244094488188976,1.0,0.09022556390977443,0.35638297872340424,0.6436170212765957,134,242,0,12,same_patient,4
0.65,0.55,4,1,388,0.520618556701031,0.0,0.0,0.0,0.5372340425531915,0.4627659574468085,202,174,12,0,same_patient,4
0.65,0.55,4,2,388,0.42010309278350516,0.0,0.0,0.0,0.43351063829787234,0.5664893617021277,163,213,12,0,same_patient,4
0.65,0.55,4,3,388,0.42010309278350516,0.0,0.0,0.0,0.43351063829787234,0.5664893617021277,163,213,12,0,same_patient,4
0.65,0.55,4,4,388,0.42010309278350516,0.0,0.0,0.0,0.43351063829787234,0.5664893617021277,163,213,12,0,same_patient,4
0.65,0.55,4,5,388,0.3582474226804124,0.0,0.0,0.0,0.3696808510638298,0.6303191489361702,139,237,12,0,same_patient,4
0.65,0.6,1,1,388,0.49226804123711343,0.04433497536945813,0.75,0.08372093023255814,0.48404255319148937,0.5159574468085106,182,194,3,9,same_patient,4
0.65,0.6,1,2,388,0.41494845360824745,0.0425531914893617,0.8333333333333334,0.08097165991902834,0.4015957446808511,0.598404255319149,151,225,2,10,same_patient,4
0.65,0.6,1,3,388,0.39690721649484534,0.04878048780487805,1.0,0.09302325581395349,0.3776595744680851,0.6223404255319149,142,234,0,12,same_patient,4
0.65,0.6,1,4,388,0.3788659793814433,0.04743083003952569,1.0,0.09056603773584905,0.35904255319148937,0.6409574468085106,135,241,0,12,same_patient,4
0.65,0.6,1,5,388,0.3788659793814433,0.04743083003952569,1.0,0.09056603773584905,0.35904255319148937,0.6409574468085106,135,241,0,12,same_patient,4
0.65,0.6,2,1,388,0.5592783505154639,0.05084745762711865,0.75,0.09523809523809523,0.5531914893617021,0.44680851063829785,208,168,3,9,same_patient,4
0.65,0.6,2,2,388,0.45103092783505155,0.04524886877828054,0.8333333333333334,0.08583690987124463,0.43882978723404253,0.5611702127659575,165,211,2,10,same_patient,4
